314572	6.242895e-02
629144	1.297591e-01
943716	2.018529e-01
1258288	2.739130e-01
1572860	3.443125e-01
1887432	4.213727e-01
2202004	4.960001e-01
2516576	5.710030e-01
2831148	6.499085e-01
3145720	7.243450e-01
3460292	8.051624e-01
3774864	8.841906e-01
4089436	9.578609e-01
4404008	1.046840e+00
4718580	1.118070e+00
5033152	1.250468e+00
5347724	1.286765e+00
5662296	1.372874e+00
5976868	1.445186e+00
6291440	1.516149e+00
6606012	1.623036e+00
6920584	1.687986e+00
7235156	1.776626e+00
7549728	1.851482e+00
7864300	1.930041e+00
8178872	2.028494e+00
8493444	2.102121e+00
8808016	2.225640e+00
9122588	2.273111e+00
9437160	2.334375e+00
9751732	2.424751e+00
10066304	2.509105e+00
10380876	2.586842e+00
314572	6.425095e-02
629144	1.299632e-01
943716	2.021070e-01
1258288	2.744379e-01
1572860	3.454621e-01
1887432	4.228261e-01
2202004	4.985950e-01
2516576	5.717111e-01
2831148	6.576159e-01
3145720	7.235720e-01
3460292	8.078480e-01
3774864	8.828681e-01
4089436	9.584191e-01
4404008	1.041941e+00
4718580	1.122408e+00
5033152	1.204306e+00
5347724	1.279384e+00
5662296	1.359215e+00
5976868	1.440962e+00
6291440	1.516040e+00
6606012	1.598711e+00
6920584	1.685040e+00
7235156	1.764830e+00
7549728	1.851573e+00
7864300	1.931978e+00
8178872	2.005206e+00
8493444	2.089304e+00
8808016	2.172579e+00
9122588	2.259227e+00
9437160	2.337471e+00
9751732	2.423615e+00
10066304	2.501234e+00
10380876	2.580627e+00
10695448	2.669153e+00
11010020	2.758038e+00
11324592	2.838213e+00
11639164	2.919833e+00
11953736	3.002567e+00
12268308	3.081640e+00
12582880	3.155568e+00
12897452	3.250240e+00
13212024	3.342047e+00
13526596	3.424216e+00
13841168	3.515000e+00
14155740	3.595581e+00
14470312	3.682313e+00
14784884	3.762729e+00
15099456	3.850822e+00
15414028	3.941367e+00
15728600	4.019991e+00
16043172	4.105035e+00
16357744	4.191846e+00
16672316	4.260921e+00
16986888	4.358702e+00
17301460	4.451771e+00
17616032	4.540361e+00
17930604	4.632402e+00
18245176	4.712270e+00
18559748	4.790293e+00
18874320	4.870529e+00
19188892	4.959004e+00
19503464	5.047728e+00
19818036	5.125274e+00
20132608	5.209144e+00
20447180	5.381596e+00
20761752	5.396971e+00
21076324	5.481066e+00
21390896	5.589450e+00
21705468	5.691354e+00
22020040	5.771955e+00
22334612	5.842940e+00
22649184	6.039629e+00
22963756	6.028371e+00
23278328	6.120107e+00
23592900	6.200092e+00
23907472	6.380416e+00
24222044	6.352607e+00
24536616	6.445966e+00
24851188	6.666699e+00
25165760	6.621827e+00
25480332	6.700663e+00
25794904	6.822339e+00
26109476	6.884837e+00
26424048	7.008468e+00
26738620	7.191703e+00
27053192	7.232073e+00
27367764	7.261919e+00
27682336	7.443545e+00
27996908	7.412373e+00
28311480	7.561747e+00
28626052	7.625074e+00
28940624	7.688885e+00
29255196	7.762337e+00
29569768	7.918200e+00
29884340	7.942318e+00
30198912	8.051292e+00
30513484	8.117789e+00
30828056	8.229698e+00
31142628	8.317107e+00
31457200	8.392629e+00
